,Document_No,number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class,sentiment
212,212,1310,9/7/2022 05:54,"@Paul_VanDerMeer and #MonkeyPox is airborn remember how much time we lost in 2020 because Trump kept refusing to wear a mask, leading to actual disinformation regarding whether #COVID19 is airborn? #WearAMask",Twitter Web App,FALSE,TRUE,Android & RPi. House of Pfizer :syringe:. Linux on the desktop forever! Turn off ur AutoCorrect. Foodzilla. RT=E. Oh bother. Poo drew on Pigleg (below),21/4/2009 03:46,0,0,1,0,4679,5145,451457,275,north of Batiquitos Lagoon,1,1,positive
213,213,1311,9/7/2022 05:55,The outbreak of monkeypox internationally and in the United States sheds further light on the policy of mass infection adopted by the capitalist class against the working class. _URL_,Globetweeter,FALSE,TRUE,The World Socialist Web Site is a daily source of news and analysis published by the International Committee of the Fourth International. #socialism,26/2/2010 17:55,3,0,7,0,45671,25583,118525,986,None,1,1,positive
214,214,1332,9/7/2022 06:10,@richiegogo @Em_Coli @DrJamesOlsson Thanks for sharing this Trudeau Trump felchi gates wef and the investors knew this would happen along with Pfizer and our governments they knew this would happen either pushing it now the monkey pox is a side effect to the vaccine,Twitter Web App,FALSE,FALSE,Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,24/9/2021 18:11,0,0,5,0,883,2996,31742,17,None,1,1,positive
215,215,1334,9/7/2022 06:11,Thanks for sharing this Trudeau Trump felchi gates wef and the investors knew this would happen along with Pfizer and our governments they knew this would happen either pushing it now the monkey pox is a side effect to the vaccine _URL_,Twitter Web App,FALSE,FALSE,Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,24/9/2021 18:11,0,0,2,0,883,2996,31742,17,None,1,1,positive
216,216,1335,9/7/2022 06:11,@highesthalfling @aust_tl Thanks for sharing this Trudeau Trump felchi gates wef and the investors knew this would happen along with Pfizer and our governments they knew this would happen either pushing it now the monkey pox is a side effect to the vaccine,Twitter Web App,FALSE,FALSE,Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,24/9/2021 18:11,0,0,0,0,883,2996,31742,17,None,1,1,positive
217,217,1336,9/7/2022 06:11,Thanks for sharing this Trudeau Trump felchi gates wef and the investors knew this would happen along with Pfizer and our governments they knew this would happen either pushing it now the monkey pox is a side effect to the vaccine _URL_,Twitter Web App,FALSE,FALSE,Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,24/9/2021 18:11,0,0,0,0,883,2996,31742,17,None,1,1,positive
218,218,1338,9/7/2022 06:12,"Did we learn nothing, big Pharma making money out of their release of the monkey pox virus and vaccine, this will never end unless we destroy these labs. _URL_",Twitter Web App,FALSE,TRUE,"Commercial Photographer : Photo Journalist : CSMedia : Music & New Media Prod : Former Snr University Lecturer : Comex Houlder Diving : xMilitary : MA, PGCHE",26/4/2022 19:19,0,0,0,0,22,209,2924,0,London,1,1,negative
219,219,1352,9/7/2022 06:19,@WHO monkeypox only affects gays.,Twitter for Android,FALSE,FALSE,"Pro-Life, Anti-LGBT, Anti-Democrat, Anti-Covid Vaccine, Anti-BLM, Anti-Antifa, Anti-Anarchy",9/7/2022 06:03,0,0,0,0,6,27,44,0,None,1,1,neutral
220,220,1353,9/7/2022 06:19,"In 2021 @CDCgov told #Hospitals to #Mask with #N95 or similar when treating #Monkeypox:monkey: patients (near/ same room), as it can spread via #Aerosols:right_arrow: #Airborne.  Over 30 years, 2000 monkeypox cases were tracked in total, :globe_showing_Europe-Africa:. In the last 2 months, 7000 new cases are found. :eyes: _URL_",Twitter for iPhone,FALSE,TRUE,Future is Here. #Covid19 #GeoPolitics #Asia #EU #GlobalEnergy #EconomicGeography #BusinessIntelligence #Dyslexia @yritysvastuu21 @senseofesg,19/2/2017 13:09,1,0,4,1,2586,4164,45742,28,.fi .fr .se .uk .de,1,1,positive
221,221,1354,9/7/2022 06:19,Groundbreaking Study finds Monkeypox Outbreak is result of Biolab manipulated Virus released intentionally – The Expose _URL_,Twitter for iPhone,FALSE,FALSE,Patriot digital warrior Trump Won,11/12/2021 17:33,22,1,24,0,476,806,5643,1,"Cartagena, Spain",1,1,neutral
222,222,1364,9/7/2022 06:28,"In tonight's show, he virtually proves that almost our entire government has been working for China, to destroy us, and it started in Wuhan, which is now working on Gain of Function Monkey Pox, to finish us! No big deal, huh? _URL_ _URL_",Twitter Web App,FALSE,TRUE,"Liberty Warrior and Author of ""The Universal Individual Rights Project"" ( The Book is at Amazon ). A Worldwide Freedom Movement.",29/1/2017 19:08,1,0,1,0,121,104,30721,1,"Colorado, USA",1,1,positive
223,223,1375,9/7/2022 06:34,"Chimpanzee adenovirus aka Monkey Pox. When you inject a virus that was cultured from chimpanzee dna, you get a variant that is derived from monkey dna. #MonkeyPox #Facts  The same as the #BirdFlu came from birds. the #RinoVirus came from Rinos, all the Flu viruses were manmade. _URL_",Twitter Web App,FALSE,TRUE,#Musician #Dancer #SongWriter #Producer #VideoProducer #AudioProducer #AudioPerplex #TeamSerpentine #Error404,11/7/2020 01:02,22,1,20,1,240,423,4474,0,None,1,1,negative
224,224,1383,9/7/2022 06:43,"@JamesMelville This isn't Covid, these are vaccine adverse reactions or deaths they need to cover up, without properly addressing it. They tried doing that with shingles.. I mean ""monkeypox"". Bored of their nonsense.",Twitter Web App,FALSE,FALSE,None,21/2/2014 10:18,0,0,1,0,16,71,36,0,"Hackney, London",1,1,negative
225,225,1389,9/7/2022 06:48,"@Taste_Swansea I agree. They will try anything as they get more desperate and hit us with something out of nowhere, ie Monkeypox, where did that go?!!",Twitter for iPad,FALSE,FALSE,"Animal & countryside lover, free thinker, been awake forever. B r i t i s hP a t r i o t in a former life :smiling_face_with_hearts:",4/2/2022 09:48,0,2,0,0,7679,7509,9397,7,"Devon, UK",1,1,negative
226,226,1395,9/7/2022 06:54,@nypost Like the vast majority of AID's cases it appears Monkey Pox is being _URL_ and among gay men having sex with each other.,Twitter for iPhone,FALSE,FALSE,"Retired and spending my days hunting, fishing, gardening and spending time with my grandkids! I'm a Coast Guard veteran. Believe in God, Family and owning guns!",23/12/2015 12:07,0,0,0,0,2124,3269,11539,3,Michigans Upper Peninsula,1,1,positive
227,227,1397,9/7/2022 06:55,We've had the Wuhan China flu now we have monkey pox flu and Twitter has the bird flu.,Twitter for Android,FALSE,FALSE,None,26/4/2022 00:19,0,0,0,0,11,64,993,0,None,1,1,negative
228,228,1404,9/7/2022 07:00,"@sophiadahl1 Monkeypox was first observed in laboratory monkeys that had been administered Smallpox vaccines. It was later observed in humans who had been administered Smallpox vaccines. Today, what they're calling 'monkeypox' is being spread like an STD, and is nothing to worry about.",Twitter Web App,FALSE,TRUE,_URL_ _URL_ _URL_ _URL_ naturalnews .com _URL_ _URL_ _URL_,4/8/2016 18:29,0,0,0,1,1517,4987,21453,6,None,1,1,positive
229,229,1407,9/7/2022 07:01,Y'all ready for the Monkey Pox @wuhanlab is creating?? Just like COVID!! Do something @JoeBiden #BidenCrimeFamilly #bidenfailedamerica #BidenIsATraitor #BidenIsAFailure,Twitter for iPhone,FALSE,FALSE,PATRIOT :United_States::eagle: AMERICAN :United_States:,7/9/2018 06:46,0,0,2,0,88,251,150,0,"Prince George, Virginia",1,1,positive
230,230,1412,9/7/2022 07:04,@AboutIndia So the sheepeople that took the :syringe: with chimpanzee dna are worried about monkeypox? :upside-down_face:,Twitter for iPad,FALSE,TRUE,"dj again after 20yrs, love playing #deephouse #afrohouse #nudisco. connect on telegram for exclusive music _URL_",29/5/2020 07:22,0,0,0,0,68,121,1272,0,Hong Kong/Barcelona,1,1,neutral
231,231,1420,9/7/2022 07:09,@AboutIndia Monkeypox was sexually training in all recent cases. It can never spread easily. It will be like HIV,Twitter for Android,FALSE,FALSE,I am not Billie Eilish,18/9/2018 16:54,0,1,0,0,130,774,3558,1,None,1,1,positive
232,232,1429,9/7/2022 07:14,@DrEricDing @kavitapmd @yaneerbaryam Get your facts right mate. The photos of Monkeypox are photos of shingles 30 years ago and shingles is a side effect of jab. NO ONE is buying the lie. How about you take all the shots up your ass for us all.,Twitter for Android,FALSE,FALSE,None,19/7/2014 02:09,0,0,0,0,213,59,5034,0,None,1,1,positive
233,233,1430,9/7/2022 07:14,@Michael4America My husband isn't a believer. But a few months ago I told him that someone (Chanda) said next they'll be releasing smallpox #BillGatesBioterrorist and lo and behold.... Monkeypox. With me bringing it up months ahead I wonder if he's believing more....,Twitter for Android,FALSE,FALSE,":U.S._Outlying_Islands: voted for fjb, never again. 35, PNW, Mama, latina. USMC drop out. Forever a hippie :dove: #dontdodrugs. last profile was deleted for telling THE TRUTH",14/4/2022 02:52,0,0,0,0,709,1788,3140,0,Pnw,1,1,positive
234,234,1448,9/7/2022 07:20,"_URL_ Groundbreaking Study finds Monkeypox Outbreak is result of Biolab manipulated Virus released intentionally If you believe in germ theory then you will be shocked to find that a new study, published by Portugal's National Institute of Health has",Twitter Web App,FALSE,TRUE,War against evil! Ambassador One of One L.A.W. Land Air Water GOD Knows me Dutch and English posts Sharing is caring,26/4/2022 06:21,0,0,0,0,52,76,4021,1,None,1,1,negative
235,235,1454,9/7/2022 07:22,#PrideMonth has ended for about 10 days. Still no report from westards media about #Monkeypox spreading among westard gays/bis participating in orgies.,Twitter Web App,FALSE,FALSE,"心向大道 身属洪流 (一个文化意义上的现代中国人) If there is next life, I still want to be Chinese",24/9/2013 06:51,0,0,1,0,1886,3956,20426,28,People's Republic of China,1,1,neutral
236,236,1455,9/7/2022 07:22,Another #Plandemic loading! #Marburg #Monkeypox #CovidIsNotOver see the pattern #Fear inducing #MassPsychosis loading #WEF Intent _URL_ watch n circulate :thumbs_up_light_skin_tone: _URL_,Twitter for iPhone,FALSE,TRUE,Phil Green - Clinical Hypnotherapist (Retired) In search of answers. Questioning everything as everyone should!,22/3/2009 12:47,0,0,0,0,1521,2884,11585,16,"Dudley, West Midlands UK",1,1,neutral
237,237,1457,9/7/2022 07:23,"@PPRose145 A virus l suppose, they've been trying - Covid variants, Monkeypox, now Marburg. I don't think it will wash though, too many people awake _URL_",Twitter for iPad,FALSE,FALSE,"Animal & countryside lover, free thinker, been awake forever. B r i t i s hP a t r i o t in a former life :smiling_face_with_hearts:",4/2/2022 09:48,1,0,7,0,7679,7509,9397,7,"Devon, UK",1,1,positive
238,238,1486,9/7/2022 07:29,So New Zealand has its first Monkeypox case. Can't wait for the WHO/WEF/JACINDA response :grimacing_face::grimacing_face::grimacing_face::upside-down_face::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat: glug glug _URL_,Twitter for Android,FALSE,TRUE,Married to a Kiwi - 3 boys- support West Ham and Ipswich Town- Ex Forex Broker- Don't want Covid Vax thanks :rolling_on_the_floor_laughing: Gold and Silver bullion :smiling_face_with_sunglasses: Anti MRNA gene BS -:face_savoring_food:,23/3/2022 06:01,2,4,16,0,1264,1466,4663,2,New Zealand,1,1,positive
239,239,1490,9/7/2022 07:30,@paimadhu What I'm not clear on is monkeypox contagious before the sores appear? Otherwise it's shocking people are getting intimate with people with all these sores. Eww maybe a body condom should be recommended if people can't control themselves with casual sex. Idk its gross.,Twitter Web App,FALSE,FALSE,"Double vaccinated antivaxxer :grinning_squinting_face: I love stars, planets and pretty flowers :bouquet:",25/2/2022 01:59,0,0,0,0,8,16,985,0,"Barrie, Ontario",1,1,negative
240,240,1498,9/7/2022 07:32,"Stop trying to make ""monkeypox"" happen.",Twitter for iPhone,FALSE,FALSE,None,30/7/2020 13:52,0,0,1,0,20,50,314,0,"Los Angeles, CA",1,1,neutral
241,241,1499,9/7/2022 07:32,@Nicola07832777 @SaulGoodman1971 Monkeypox? That's old hat. Be worried about the next non existent virus - Marburg.,Twitter for Android,FALSE,FALSE,"Anything to do with un-screwing up the planet, human performance & nutrition, humour, Liverpool FC and challenging the status quo.",21/3/2014 21:51,0,1,9,0,1550,2003,38528,7,New Zealand,1,1,positive
242,242,1507,9/7/2022 07:33,@MailOnline Monkey pox very very similar to shingles and Covid vaccine is closely linked to shingles outbreaks. Do the math people,Twitter for iPhone,FALSE,FALSE,Glory Glory Man United !,15/7/2015 13:56,0,1,1,0,398,711,9046,2,Politcally homeless these days,1,1,negative
243,243,1511,9/7/2022 07:35,@ErinHNN This is their trigger for releasing the real monkeypox,Twitter for Android,FALSE,FALSE,"Texas HOLDEM - Crypto HODLEM -  Life is a game of probabilities. - Once you compromise your privacy, you sacrifice your liberty and your sovereignty.",5/8/2018 08:24,0,0,0,0,381,633,10962,11,Xibalba,1,1,positive
244,244,1528,9/7/2022 07:39,@chrislynchmedia Did Adern bring Monkey Pox back with her? Anything for another pandemic and more control. Please pass on our wishes - that we'd like her to stay in self isolation until at least the next election!,Twitter for iPhone,FALSE,FALSE,"Vaccinated news junkie.Truthsayer. Freedom fighter in the hermit kingdom. Won't join extremist views, left or right. Views expressed are opinion and all my own.",15/5/2011 22:14,0,0,2,0,551,1144,678,13,New Zealand,1,1,positive
245,245,1540,9/7/2022 07:41,@DrEricDing @gabbystern @WHO Is monkeypox only infecting those vaccinated for covid...??? I bet it is.,Twitter for Android,FALSE,FALSE,Against One World Governance.Against Marxist Indoctrination of the young.Against Big Tech Anti Conservative Algorithms.GoWoke=GoBroke Global Gov=Global Tyranny,30/1/2018 08:53,0,0,0,0,245,213,7311,0,Australia,1,1,neutral
246,246,1543,9/7/2022 07:42,"@abcnews Really! Gees, this is the decade that is going to keep on giving! Some countries have monkey pox doubling every 8 days, other reporting cases in kids under 10, NOW #marburgvirus !! Give us a break! Has someone been playing in the lab again!!",Twitter Web App,FALSE,FALSE,"Company Director, Investigator, Author. Experienced: adult training, construction, mining, primary production, environment. Married, with children.",8/5/2013 02:16,0,1,2,0,318,68,71178,106,"Queensland, Australia.",1,1,negative
247,247,1550,9/7/2022 07:44,Isn't Monkeypox a LGBTQ disease? (Genuine question it's just something I overheard briefly on the radio) #nzpol _URL_,Twitter for iPhone,FALSE,FALSE,"Politics, but not limited to politics. Parody, but not limited to parody. Fake, but not necessarily always fake. Woke by force.:skull_and_crossbones::skull::ghost::alien:",28/11/2021 21:05,0,1,5,0,653,711,8521,3,None,1,1,positive
248,248,1570,9/7/2022 07:51,"@MichaelMihaiIo @deboyegeorge South Africa has so called monkey pox cases:face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes:Its called monkey pox because it was created in labs by monkeys in the WORLD HEALTH ORGANISATION at the behest of the leading apes named @BillGates, @fauci to name but two!",Twitter for iPhone,FALSE,FALSE,"Stand up firmly for justice,as a witness to God,even as against yourselves or your parents or your kin,and whether it be against rich or poor.Surah 4:135",31/10/2021 07:39,0,0,0,0,31,168,1220,0,None,1,1,negative
249,249,1576,9/7/2022 07:53,"No kissing strangers or engaging in gangbangs y'all, MonkeyPox is in town",Twitter Web App,FALSE,TRUE,Cloud watcher. Erstwhile Succubus. Adhd. Survivor; Exhausted Flesh n Bone :growing_heart::purple_heart::blue_heart:  Pasta is my love language :spaghetti: Marshmallows @whiskandspoonnz not here,13/8/2015 00:59,5,9,47,1,790,713,43317,5,NZ,1,1,positive
